┌────────┬───────────┬────────┬────────┬─────────────────┬────────────────────┬───────────────────────┬────────────────────┬──────────────────────┬──────────────┬─────────────────┬────────────────────┬─────────────────┬───────────────────┐
│     id │      name │   nvar │   ncon │ status_percival │ objective_percival │ elapsed_time_percival │ dual_feas_percival │ primal_feas_percival │ status_ipopt │ objective_ipopt │ elapsed_time_ipopt │ dual_feas_ipopt │ primal_feas_ipopt │
├────────┼───────────┼────────┼────────┼─────────────────┼────────────────────┼───────────────────────┼────────────────────┼──────────────────────┼──────────────┼─────────────────┼────────────────────┼─────────────────┼───────────────────┤
│     75 │   MAKELA2 │      3 │      3 │     first_order │           7.20e+00 │              1.00e-03 │           1.29e-05 │             2.81e-04 │  first_order │        7.20e+00 │           2.00e-03 │        1.50e-09 │          0.00e+00 │
│     76 │  ORTHRDS2 │   5003 │   2500 │     first_order │           9.26e+02 │              7.76e+02 │           4.45e-04 │             2.58e-04 │      unknown │        7.61e+02 │           2.25e-01 │        7.13e-02 │          1.42e-13 │
│     77 │  EIGENBCO │   2550 │   1275 │     first_order │           2.23e-15 │              6.04e+02 │           3.34e-06 │             4.40e-05 │  first_order │        4.90e+01 │           1.13e+02 │        7.25e-04 │          1.41e-23 │
│     78 │   LUKVLE1 │  10000 │   9998 │     first_order │           6.23e+00 │              1.20e+03 │           1.24e-05 │             6.24e-07 │  first_order │        6.23e+00 │           1.07e-01 │        6.46e-03 │          1.15e-05 │
│     79 │  LISWET12 │   2002 │   2000 │     first_order │           4.99e+00 │              6.34e-01 │           1.02e-11 │             9.49e-04 │  first_order │        4.42e+02 │           4.00e-02 │        1.00e-06 │          0.00e+00 │
│     80 │ ROSEPETAL │   1000 │   2000 │     first_order │          -3.07e+04 │              6.05e+01 │           5.29e-05 │             3.25e-05 │  first_order │       -3.07e+04 │           1.89e+01 │        1.59e-03 │          0.00e+00 │
│     81 │  GMNCASE1 │    175 │    300 │     first_order │           2.56e-01 │              2.59e-01 │           1.09e-03 │             3.75e-04 │  first_order │        2.79e-01 │           2.70e-02 │        1.50e-09 │          0.00e+00 │
│     82 │      HS14 │      2 │      2 │     first_order │           1.39e+00 │              0.00e+00 │           1.44e-07 │             3.08e-05 │  first_order │        1.39e+00 │           2.00e-03 │        8.15e-05 │          2.22e-16 │
│     83 │   DIPIGRI │      7 │      4 │     first_order │           6.81e+02 │              1.90e-02 │           6.26e-05 │             8.66e-04 │  first_order │        6.81e+02 │           3.00e-03 │        6.09e-06 │          0.00e+00 │
│     84 │  GRIDNETE │   7564 │   3844 │     first_order │           2.06e+02 │              1.20e+03 │           5.25e-11 │             3.18e-05 │  first_order │        2.06e+02 │           4.60e-02 │        5.96e-05 │          8.88e-16 │
│     85 │     HET-Z │      2 │   1002 │     first_order │           1.00e+00 │              1.30e-02 │           1.37e-08 │             1.10e-04 │  first_order │        1.00e+00 │           2.10e-02 │        6.06e-04 │          0.00e+00 │
│     86 │  MIFFLIN2 │      3 │      2 │     first_order │          -1.00e+00 │              1.00e-03 │           9.48e-12 │             2.68e-06 │  first_order │       -1.00e+00 │           3.00e-03 │        4.46e-05 │          0.00e+00 │
│     87 │   LISWET2 │   2002 │   2000 │     first_order │           5.00e+00 │              4.08e-01 │           2.98e-08 │             5.29e-04 │  first_order │        9.90e+01 │           3.00e-02 │        1.00e-06 │          0.00e+00 │
│     88 │      HS91 │      5 │      1 │     first_order │           1.07e+00 │              9.50e-02 │           2.39e-05 │             9.22e-04 │  first_order │        1.36e+00 │           7.00e-03 │        1.04e-02 │          0.00e+00 │
│     89 │  BYRDSPHR │      3 │      2 │     first_order │          -4.68e+00 │              0.00e+00 │           2.04e-06 │             7.41e-05 │  first_order │       -4.68e+00 │           4.00e-03 │        9.24e-08 │          8.16e-08 │
│     90 │   LUKVLE6 │   9999 │   4999 │     first_order │           6.29e+05 │              1.20e+03 │           1.52e-04 │             2.68e-04 │  first_order │        6.29e+05 │           2.37e-01 │        1.52e+00 │          7.88e-04 │
│     91 │   EXPFITB │      5 │    102 │     first_order │           5.02e-03 │              1.70e-02 │           3.98e-08 │             1.33e-06 │  first_order │        1.60e+00 │           9.00e-03 │        1.75e-02 │          0.00e+00 │
│     92 │  LUKVLI15 │   9997 │   7497 │     first_order │           1.68e+00 │              3.05e+02 │           1.39e+01 │             3.67e-04 │  first_order │        5.84e+03 │           5.50e+00 │        2.10e+00 │          0.00e+00 │
│     93 │      HS50 │      5 │      3 │     first_order │           8.34e-11 │              1.00e-03 │           7.86e-09 │             1.37e-05 │  first_order │        6.38e-13 │           2.00e-03 │        2.18e-06 │          4.44e-16 │
